appraisal_id,organization_name,property_type,loan_type,created_at,qc_versions,revision_exists,lender_revision_exists,minutes_cycle_time,minutes_in_review_v1,minutes_in_queue,rules_run
APR-000252,Horizon Appraisal,Single Family,purchase,2025-09-13 11:04:14,3,1,True,438,17.0,143,89
APR-000253,Forest Appraisal,Condo,Purchase,2025-10-08 11:04:14,1,0,True,153,24.0,129,147
APR-000254,Ocean Appraisal,Townhouse,Refinance,2025-08-19 11:04:14,1,0,True,19,12.0,7,79
APR-000255,Delta Appraisal,Single Family,Refinance,2025-10-08 11:04:14,2,1,False,264,15.0,15,61
APR-000256,River Appraisal,Multi-Family,Refinance,2025-09-23 11:04:14,2,1,True,852,5.0,7,71
APR-000257,River Appraisal,Manufactured,Purchase,2025-09-17 11:04:14,3,1,False,780,13.0,7,115
APR-000258,Ocean Appraisal,Townhouse,Refinance,2025-08-16 11:04:14,2,1,True,720,22.0,9,69
APR-000259,Forest Appraisal,Single Family,Refinance,2025-09-10 11:04:14,2,1,False,396,21.0,224,67
APR-000260,Ocean Appraisal,Townhouse,Refinance,2025-10-13 11:04:14,2,1,True,618,13.0,10,59
APR-000261,Ocean Appraisal,Townhouse,Purchase,2025-07-24 11:04:14,1,0,False,20,14.0,6,108
APR-000262,River Appraisal,Condo,Purchase,2025-08-04 11:04:14,2,1,False,1110,20.0,4,158
APR-000263,Delta Appraisal,Condo,Purchase,2025-10-12 11:04:14,1,1,True,54,41.0,13,142
APR-000264,Forest Appraisal,Multi-Family,Purchase,2025-10-03 11:04:14,1,0,True,170,16.0,154,125
APR-000265,Delta Appraisal LLC,Manufactured,REFINANCE,2025-09-18 11:04:14,1,0,True,29,17.0,12,79
APR-000266,Forest Appraisal,Townhouse,Purchase,2025-10-06 11:04:14,1,0,True,173,21.0,152,122
APR-000267,Horizon Appraisal,Multi-Family,purchase,2025-07-18 11:04:14,3,1,False,834,28.0,137,143
APR-000268,River Appraisal,Single Family,Purchase,2025-08-06 11:04:14,3,1,True,834,18.0,5,131
APR-000269,Horizon Appraisal,Townhouse,HELOC,2025-09-30 11:04:14,1,0,False,205,14.0,191,120
APR-000270,Horizon Appraisal,Townhouse,Refinance,2025-09-13 11:04:14,1,0,False,165,5.0,160,64
APR-000271,Forest Appraisal,Single Family,HELOC,2025-09-16 11:04:14,1,0,True,167,23.0,144,113
APR-000272,Forest Appraisal,Manufactured,Purchase,2025-08-31 11:04:14,1,1,True,188,36.0,152,146
APR-000273,River Appraisals LLC,Single Family,HELOC,2025-08-23 11:04:14,1,1,False,22,16.0,6,114
APR-000274,Horizon Appraisal,Single Family,Purchase,2025-09-27 11:04:14,3,1,False,318,9.0,143,97
APR-000275,Delta Appraisal,Condo,Refinance,2025-08-22 11:04:14,3,1,False,438,12.0,9,76
APR-000276,Delta Appraisal,Condo,Refinance,2025-08-14 11:04:14,1,0,True,27,17.0,10,85
APR-000277,Delta Appraisal,Condo,Purchase,2025-10-09 11:04:14,1,1,False,54,42.0,12,132
APR-000278,Ocean Appraisal,Single Family,HELOC,2025-10-07 11:04:14,3,1,True,2652,28.0,11,88
APR-000279,River Appraisal,Manufactured,Purchase,2025-07-21 11:04:14,1,0,False,20,16.0,4,129
APR-000280,River Appraisal,Townhouse,Purchase,2025-07-28 11:04:14,1,0,False,17,13.0,4,146
APR-000281,River Appraisal,Condo,Purchase,2025-08-08 11:04:14,1,0,False,16,12.0,4,130
APR-000282,Forest Appraisal,Manufactured,Refinance,2025-09-01 11:04:14,1,0,False,181,12.0,169,75
APR-000283,Delta Appraisal,Townhouse,HELOC,2025-08-07 11:04:14,2,1,False,516,22.0,12,131
APR-000284,Horizon Appraisal Co.,Townhouse,HELOC,2025-08-23 11:04:14,1,0,True,175,10.0,165,100
APR-000285,Ocean Appraisal,Condo,Refinance,2025-07-26 11:04:14,2,1,True,336,9.0,6,67
APR-000286,Forest Appraisal,Multi-Family,Refinance,2025-10-11 11:04:14,1,1,False,162,20.0,142,78
APR-000287,Delta Appraisal,Single Family,Purchase,2025-09-05 11:04:14,1,1,False,50,39.0,11,136
APR-000288,River Appraisal,Townhouse,Purchase,2025-09-13 11:04:14,2,1,False,408,11.0,5,138
APR-000289,River Appraisal,Townhouse,Purchase,2025-10-06 11:04:14,1,0,False,16,12.0,4,154
APR-000290,Ocean Appraisal,Single Family,Refinance,2025-09-15 11:04:14,2,1,False,1050,20.0,9,85
APR-000291,Delta Appraisal,Townhouse,Refinance,2025-09-26 11:04:14,2,1,True,1062,13.0,12,72
APR-000292,Delta Appraisal,Multi-Family,Purchase,2025-07-25 11:04:14,1,1,False,48,36.0,12,153
APR-000293,River Appraisals LLC,Condo,Purchase,2025-07-31 11:04:14,2,1,False,576,20.0,6,121
APR-000294,Ocean Appraisal,Multi-Family,HELOC,2025-08-24 11:04:14,1,0,True,22,16.0,6,97
APR-000295,Ocean Appraisal,Condo,Purchase,2025-09-23 11:04:14,1,0,False,33,24.0,9,120
APR-000296,Horizon Appraisal,Manufactured,Refinance,2025-10-10 11:04:14,1,0,True,181,8.0,173,71
APR-000297,Horizon Appraisal,Multi-Family,Refinance,2025-08-05 11:04:14,2,1,False,612,16.0,196,74
APR-000298,Ocean Appraisal,Multi-Family,Refinance,2025-10-03 11:04:14,1,0,False,29,18.0,11,68
APR-000299,River Appraisal,Condo,Purchase,2025-09-02 11:04:14,1,1,False,34,27.0,7,151
APR-000300,Horizon Appraisal,Townhouse,Purchase,2025-08-16 11:04:14,1,1,False,188,28.0,160,130
APR-000301,Ocean Appraisal,Manufactured,HELOC,2025-09-02 11:04:14,1,1,True,46,37.0,9,119
APR-000302,River Appraisal,Condo,Purchase,2025-08-21 11:04:14,1,0,True,20,16.0,4,127
APR-000303,Ocean Appraisal,Single Family,HELOC,2025-09-13 11:04:14,2,1,False,684,29.0,9,111
APR-000304,Forest Appraisal,Single Family,Refinance,2025-10-01 11:04:14,1,0,True,158,13.0,145,77
APR-000305,Ocean Appraisal,Condo,Refinance,2025-08-17 11:04:14,1,0,False,20,9.0,11,76
APR-000306,Delta Appraisal,Condo,Purchase,2025-09-25 11:04:14,1,1,False,47,38.0,9,160
APR-000307,Delta Appraisal,Townhouse,Purchase,2025-08-15 11:04:14,1,0,True,32,22.0,10,122
APR-000308,Forest Appraisal,Single Family,Refinance,2025-10-01 11:04:14,1,0,False,135,8.0,127,63
APR-000309,River Appraisal,Condo,Refinance,2025-08-04 11:04:14,1,0,False,11,6.0,5,75
APR-000310,Delta Appraisal,Single Family,Purchase,2025-08-08 11:04:14,1,1,False,45,34.0,11,135
APR-000311,Ocean Appraisal Inc.,Condo,Purchase,2025-08-31 11:04:14,1,1,True,39,28.0,11,133
APR-000312,Delta Appraisal LLC,Townhouse,Purchase,2025-08-08 11:04:14,1,1,False,52,-24.0,10,158
APR-000313,Ocean Appraisal Inc.,Manufactured,Purchase,2025-09-08 11:04:14,1,1,False,51,43.0,8,130
APR-000314,Ocean Appraisal,Multi-Family,Refinance,2025-09-15 11:04:14,1,0,False,29,20.0,9,86
APR-000315,River Appraisal,Multi-Family,Purchase,2025-07-30 11:04:14,1,0,False,14,9.0,5,126
APR-000316,Delta Review,Single Family,Purchase,2025-10-03 11:04:14,2,1,False,678,31.0,10,151
APR-000317,Delta Appraisal,Single Family,Purchase,2025-10-07 11:04:14,1,1,False,60,45.0,15,152
APR-000318,Ocean Appraisal,Multi-Family,HELOC,2025-09-06 11:04:14,1,0,False,24,15.0,9,96
APR-000319,Ocean Appraisal,Single Family,Refinance,2025-09-11 11:04:14,1,0,False,22,11.0,11,81
APR-000320,Ocean Appraisal,Single Family,Refinance,2025-08-04 11:04:14,1,0,False,20,9.0,11,72
APR-000321,Forest Appraisal,Manufactured,Purchase,2025-10-06 11:04:14,1,1,False,191,24.0,167,111
APR-000322,Delta Appraisal,Manufactured,Refinance,2025-09-03 11:04:14,2,1,False,450,14.0,15,72
APR-000323,Delta Appraisal,Manufactured,Purchase,2025-09-19 11:04:14,2,1,True,2040,41.0,10,149
APR-000324,Horizon Appraisals,Single Family,Purchase,2025-10-14 11:04:14,3,1,False,1692,18.0,147,143
APR-000325,Delta Appraisal LLC,Multi-Family,Refinance,2025-08-13 11:04:14,1,0,False,20,12.0,8,60
APR-000326,Horizon Appraisal,Townhouse,Refinance,2025-09-07 11:04:14,1,0,False,169,8.0,161,64
APR-000327,Horizon Appraisal,Townhouse,Purchase,2025-07-29 11:04:14,2,1,False,1254,28.0,208,146
APR-000328,Horizon Appraisal,Townhouse,Purchase,2025-08-18 11:04:14,1,1,True,211,21.0,190,124
APR-000329,Forest Appraisal,Single Family,Refinance,2025-09-15 11:04:14,1,0,False,171,10.0,161,51
APR-000330,"Ocean Appraisal, Inc.",Multi-Family,Refinance,2025-07-28 11:04:14,2,1,True,978,8.0,7,71
APR-000331,Ocean Appraisal,Condo,Refinance,2025-09-02 11:04:14,1,0,False,23,13.0,10,74
APR-000332,Delta Appraisal,Manufactured,Purchase,2025-09-26 11:04:14,1,1,False,54,39.0,15,138
APR-000333,River Appraisal,Townhouse,Purchase,2025-09-07 11:04:14,1,0,False,11,6.0,5,106
APR-000334,Horizon Appraisal,Townhouse,Refinance,2025-07-23 11:04:14,1,0,False,157,8.0,149,53
APR-000335,Delta Appraisal,Manufactured,Purchase,2025-07-30 11:04:14,1,0,False,40,29.0,11,139
APR-000336,Delta Appraisal,Multi-Family,purchase,2025-10-09 11:04:14,2,1,True,840,31.0,13,156
APR-000337,Forest Appraisal,Manufactured,Refinance,2025-08-30 11:04:14,1,1,False,235,18.0,217,60
APR-000338,River Appraisal,Manufactured,Purchase,2025-08-21 11:04:14,1,1,False,22,18.0,4,129
APR-000339,Forest Appraisal,Manufactured,Refinance,2025-09-26 11:04:14,1,1,True,222,15.0,207,57
APR-000340,Delta Appraisal,Single Family,Refinance,2025-09-26 11:04:14,3,1,False,1458,18.0,14,61
APR-000341,Delta Appraisal,Townhouse,HELOC,2025-10-13 11:04:14,2,1,True,1182,35.0,10,106
APR-000342,Ocean Appraisal,Townhouse,Purchase,2025-10-14 11:04:14,1,1,False,53,43.0,10,131
APR-000343,River Appraisal,Condo,Purchase,2025-08-09 11:04:14,2,1,False,1056,18.0,4,133
APR-000344,Delta Appraisal LLC,Condo,Refinance,2025-07-25 11:04:14,1,0,True,23,12.0,11,65
APR-000345,Ocean Appraisal,Condo,Purchase,2025-09-22 11:04:14,1,1,False,63,52.0,11,150
APR-000346,Horizon Appraisal Inc,Condo,Purchase,2025-08-29 11:04:14,1,0,False,182,8.0,174,122
APR-000347,River Appraisal,Manufactured,Purchase,2025-08-27 11:04:14,1,1,False,27,21.0,6,133
APR-000348,Delta-Appraisal,Condo,Purchase,2025-07-23 11:04:14,1,1,False,46,38.0,8,160
APR-000349,Forest Appraisal,Single Family,Refinance,2025-07-23 11:04:14,1,0,False,149,10.0,139,76
APR-000350,River Appraisal,Multi-Family,Purchase,2025-09-09 11:04:14,1,1,True,18,14.0,4,99
APR-000351,Delta Appraisal,Condo,Purchase,2025-08-20 11:04:14,1,1,False,55,41.0,14,172
APR-000352,Delta Appraisal,Single Family,Purchase,2025-09-10 11:04:14,1,1,False,64,49.0,15,163
APR-000353,River Appraisal,Multi-Family,Purchase,2025-09-30 11:04:14,2,1,False,1500,19.0,4,148
APR-000354,Delta Appraisal,Condo,Refinance,2025-07-22 11:04:14,1,0,True,26,12.0,14,79
APR-000355,Horizon Appraisal,Single Family,HELOC,2025-07-24 11:04:14,1,0,True,209,15.0,194,94
APR-000356,Forest Appraisal,Condo,Purchase,2025-08-13 11:04:14,1,1,False,215,23.0,192,127
APR-000357,River Appraisal,Single Family,Purchase,2025-08-01 11:04:14,1,1,False,24,19.0,5,122
APR-000358,Horizon Appraisal,Condo,Refinance,2025-08-08 11:04:14,1,0,False,216,9.0,207,63
APR-000359,Horizon Appraisal,Manufactured,refinance,2025-08-15 11:04:14,1,0,False,169,15.0,154,82
APR-000360,Delta Appraisal,Single Family,Refinance,2025-08-31 11:04:14,1,0,True,35,22.0,13,74
APR-000361,Horizon Appraisal,Multi-Family,Refinance,2025-07-22 11:04:14,1,0,True,200,10.0,190,65
APR-000362,Ocean Appraisal,Townhouse,Refinance,2025-07-26 11:04:14,1,0,False,16,6.0,10,70
APR-000363,Delta Appraisal,Multi-Family,Purchase,2025-09-06 11:04:14,1,1,False,59,44.0,15,151
APR-000364,River Appraisal,Townhouse,Purchase,2025-07-19 11:04:14,1,1,False,30,26.0,4,137
APR-000365,Forest Appraisal,Multi-Family,Refinance,2025-10-04 11:04:14,1,1,True,180,24.0,156,63
APR-000366,River Appraisal,Condo,Purchase,2025-07-30 11:04:14,1,1,False,34,27.0,7,150
APR-000367,Horizon Appraisal,Single Family,Refinance,2025-09-22 11:04:14,2,1,False,498,9.0,177,66
APR-000368,Horizon Appraisal,Condo,Refinance,2025-08-29 11:04:14,1,0,False,176,7.0,169,50
APR-000369,River Appraisal,Manufactured,Purchase,2025-07-26 11:04:14,1,1,False,20,15.0,5,137
APR-000370,Ocean Appraisal,Townhouse,Refinance,2025-08-10 11:04:14,1,1,False,28,21.0,7,78
APR-000371,River Appraisal,Condo,Purchase,2025-10-07 11:04:14,1,1,False,24,18.0,6,142
APR-000372,Forest Appraisal,Condo,purchase,2025-08-18 11:04:14,1,1,False,165,38.0,127,153
APR-000373,Forest Appraisal,Single Family,Refinance,2025-10-08 11:04:14,1,0,False,139,6.0,133,70
APR-000374,Forest Appraisal,Multi-Family,HELOC,2025-10-05 11:04:14,2,1,True,498,18.0,234,84
APR-000375,Horizon Appraisal,Multi-Family,Refinance,2025-09-29 11:04:14,1,0,False,197,7.0,190,90
APR-000376,Delta Appraisal,Townhouse,Refinance,2025-10-04 11:04:14,1,0,False,30,20.0,10,73
APR-000377,River Appraisal,Multi-Family,Purchase,2025-07-25 11:04:14,1,1,False,30,23.0,7,137
APR-000378,Horizon Appraisal Co.,Manufactured,Refinance,2025-08-21 11:04:14,2,1,True,426,7.0,196,68
APR-000379,Ocean Appraisal,Townhouse,Refinance,2025-07-26 11:04:14,1,0,True,17,7.0,10,75
APR-000380,Horizon Appraisal,Townhouse,Refinance,2025-07-24 11:04:14,3,1,False,528,11.0,180,86
APR-000381,River Appraisal,Manufactured,Purchase,2025-07-28 11:04:14,2,1,False,1512,21.0,6,136
APR-000382,Delta Appraisal,Manufactured,Purchase,2025-09-14 11:04:14,1,1,False,54,42.0,12,140
APR-000383,Delta Appraisal,Multi-Family,HELOC,2025-07-22 11:04:14,1,1,False,41,33.0,8,117
APR-000384,Delta Appraisal,Manufactured,Refinance,2025-08-27 11:04:14,1,0,False,29,17.0,12,64
APR-000385,Horizon Appraisal,Multi-Family,Refinance,2025-07-24 11:04:14,2,1,False,666,12.0,181,83
APR-000386,Ocean Appraisal,Single Family,Refinance,2025-08-29 11:04:14,3,1,False,600,8.0,11,56
APR-000387,Delta Appraisal,Condo,Refinance,2025-07-22 11:04:14,1,0,False,21,10.0,11,86
APR-000388,Horizon Appraisal,Manufactured,HELOC,2025-09-22 11:04:14,1,0,False,163,10.0,153,68
APR-000389,Delta Appraisal,Townhouse,Purchase,2025-09-02 11:04:14,1,1,False,48,39.0,9,143
APR-000390,Horizon Appraisal,Manufactured,Purchase,2025-08-29 11:04:14,1,1,False,227,26.0,201,129
APR-000391,Ocean Appraisal,Townhouse,Refinance,2025-10-07 11:04:14,1,0,False,23,14.0,9,73
APR-000392,Ocean Appraisal,Multi-Family,Refinance,2025-09-26 11:04:14,5,1,False,528,21.0,11,81
APR-000393,River Appraisal Inc.,Manufactured,Purchase,2025-10-09 11:04:14,1,1,False,20,14.0,6,126
APR-000394,Forest Appraisal,Condo,Purchase,2025-09-29 11:04:14,1,0,True,169,18.0,151,116
APR-000395,River Appraisal,Multi-Family,Purchase,2025-10-08 11:04:14,2,1,False,342,16.0,4,144
APR-000396,Forest Appraisals,Townhouse,Purchase,2025-07-27 11:04:14,1,1,True,211,29.0,182,136
APR-000397,Delta Appraisal,Condo,Purchase,2025-08-28 11:04:14,1,1,False,54,45.0,9,147
APR-000398,Delta Appraisal,Multi-Family,Purchase,2025-10-10 11:04:14,1,1,False,48,34.0,14,138
APR-000399,Delta-Appraisal,Townhouse,Purchase,2025-09-01 11:04:14,3,1,False,2856,41.0,9,164
APR-000400,Forest Appraisal,Multi-Family,HELOC,2025-08-29 11:04:14,2,1,False,786,16.0,213,105
APR-000401,Forest Appraisal,Condo,Purchase,2025-08-03 11:04:14,1,1,False,236,27.0,209,120
APR-000402,Ocean Appraisal,Manufactured,Purchase,2025-07-29 11:04:14,1,1,True,31,24.0,7,120
APR-000403,Delta Appraisal,Single Family,Refinance,2025-09-22 11:04:14,1,0,False,32,18.0,14,75
APR-000404,River Appraisal,Condo,Refinance,2025-10-04 11:04:14,2,1,False,870,6.0,6,58
APR-000405,Delta Appraisal,Condo,Purchase,2025-08-06 11:04:14,1,1,True,56,43.0,13,131
APR-000406,Delta Appraisal,Multi-Family,Refinance,2025-08-07 11:04:14,2,1,False,618,16.0,13,80
APR-000407,Ocean Appraisal,Condo,Refinance,2025-10-11 11:04:14,2,1,True,468,15.0,7,58
APR-000408,Horizon Appraisal,Condo,Refinance,2025-09-12 11:04:14,1,0,False,215,14.0,201,76
APR-000409,Delta Appraisal LLC,Condo,purchase,2025-09-15 11:04:14,1,1,False,66,53.0,13,156
APR-000410,River Appraisal,Multi-Family,Purchase,2025-09-28 11:04:14,1,0,False,16,12.0,4,137
APR-000411,Horizon Appraisal,Manufactured,Refinance,2025-09-03 11:04:14,3,1,False,240,8.0,206,66
APR-000412,Delta Appraisal,Condo,Purchase,2025-08-06 11:04:14,1,1,False,56,42.0,14,162
APR-000413,Delta Appraisal,Single Family,Purchase,2025-08-18 11:04:14,1,1,False,50,40.0,10,156
APR-000414,Horizon Appraisal,Single Family,refinance,2025-09-25 11:04:14,1,0,False,122,5.0,117,65
APR-000415,Delta Appraisal,Single Family,Refinance,2025-08-22 11:04:14,1,0,False,30,17.0,13,80
APR-000416,Forest Appraisal,Condo,Purchase,2025-09-20 11:04:14,1,0,False,195,22.0,173,112
APR-000417,Horizon Appraisal,Multi-Family,Purchase,2025-08-14 11:04:14,2,1,True,858,25.0,219,129
APR-000418,River Appraisal,Single Family,HELOC,2025-09-08 11:04:14,1,0,False,16,9.0,7,85
APR-000419,Horizon Appraisal,Multi-Family,Refinance,2025-08-16 11:04:14,1,0,False,212,6.0,206,58
APR-000420,Ocean Appraisal,Townhouse,Refinance,2025-07-20 11:04:14,2,1,False,474,6.0,7,57
APR-000421,Ocean Appraisal,Townhouse,Refinance,2025-10-08 11:04:14,1,0,True,19,13.0,6,66
APR-000422,Forest Appraisal,Multi-Family,Purchase,2025-08-22 11:04:14,3,1,False,720,22.0,181,154
APR-000423,Forest Appraisal,Multi-Family,Refinance,2025-09-15 11:04:14,1,0,False,148,8.0,140,63
APR-000424,Delta Appraisal,Single Family,Purchase,2025-07-27 11:04:14,1,1,False,46,36.0,10,135
APR-000425,River Appraisal,Manufactured,Purchase,2025-08-05 11:04:14,1,1,True,24,18.0,6,129
APR-000426,Delta Appraisal,Townhouse,Purchase,2025-07-31 11:04:14,1,1,False,58,46.0,12,166
APR-000427,Forest Appraisal,Condo,Purchase,2025-07-23 11:04:14,1,0,False,225,22.0,203,128
APR-000428,Horizon Appraisal,Multi-Family,Refinance,2025-10-04 11:04:14,1,0,False,132,10.0,122,83
APR-000429,Ocean Appraisal,Manufactured,purchase,2025-09-18 11:04:14,1,0,False,31,24.0,7,130
APR-000430,Delta Appraisal,Manufactured,Purchase,2025-09-20 11:04:14,1,0,True,37,26.0,11,139
APR-000431,Forest Appraisal,Multi-Family,Refinance,2025-08-23 11:04:14,3,1,False,768,11.0,226,66
APR-000432,Ocean Appraisal,Manufactured,Refinance,2025-08-16 11:04:14,1,0,False,21,11.0,10,86
APR-000433,Horizon Appraisal,Single Family,Purchase,2025-10-10 11:04:14,2,1,False,894,13.0,156,133
APR-000434,Delta Appraisal,Manufactured,HELOC,2025-07-25 11:04:14,3,1,False,1470,29.0,10,117
APR-000435,Delta Appraisal,Manufactured,Purchase,2025-09-19 11:04:14,2,1,False,540,37.0,13,150
APR-000436,Ocean Appraisal,Single Family,Refinance,2025-09-15 11:04:14,1,0,True,15,7.0,8,74
APR-000437,Horizon Appraisal,Single Family,HELOC,2025-08-18 11:04:14,2,1,False,978,12.0,202,100
APR-000438,River-Appraisal,Condo,Purchase,2025-08-30 11:04:14,1,1,False,22,18.0,4,117
APR-000439,Ocean Appraisal,Condo,Refinance,2025-08-28 11:04:14,1,0,True,17,10.0,7,80
APR-000440,Ocean Appraisal,Condo,Refinance,2025-08-29 11:04:14,1,0,False,27,20.0,7,74
APR-000441,Horizon Appraisal,Condo,Heloc,2025-09-16 11:04:14,1,1,True,136,21.0,115,98
APR-000442,Forest Appraisal,Single Family,Purchase ,2025-09-13 11:04:14,2,1,True,1482,22.0,165,137
APR-000443,River Appraisals LLC,Single Family,Purchase,2025-08-11 11:04:14,1,0,False,18,12.0,6,136
APR-000444,River Appraisal,Multi-Family,HELOC,2025-09-20 11:04:14,1,1,False,29,23.0,6,135
APR-000445,Delta Appraisal LLC,Condo,Purchase,2025-07-21 11:04:14,3,1,False,3300,35.0,9,156
APR-000446,River Appraisal,Townhouse,Purchase,2025-07-23 11:04:14,1,0,False,16,10.0,6,140
APR-000447,River Appraisal,Multi-Family,Purchase,2025-09-02 11:04:14,1,0,False,17,10.0,7,120
APR-000448,Horizon Appraisal,Townhouse,Refinance,2025-09-04 11:04:14,1,0,False,158,12.0,146,60
APR-000449,Forest Appraisal,Townhouse,Purchase,2025-09-18 11:04:14,1,0,True,192,18.0,174,124
APR-000450,Delta Appraisal,Multi-Family,Purchase,2025-07-27 11:04:14,1,1,False,52,40.0,12,127
APR-000451,Ocean Appraisal,Manufactured,Refinance,2025-08-09 11:04:14,2,1,False,1020,6.0,6,62
APR-000452,River-Appraisal,Townhouse,Purchase,2025-07-27 11:04:14,3,1,False,1338,21.0,4,110
APR-000453,River Appraisal,Multi-Family,Purchase,2025-10-02 11:04:14,1,0,False,17,13.0,4,146
APR-000454,Forest Appraisal Co.,Multi-Family,Refinance,2025-08-30 11:04:14,1,0,True,196,9.0,187,56
APR-000455,Ocean Appraisal,Manufactured,Refinance,2025-08-31 11:04:14,2,1,True,510,12.0,11,83
APR-000456,Horizon Appraisal,Single Family,Purchase,2025-07-24 11:04:14,3,1,False,864,28.0,143,130
APR-000457,Horizon Appraisal,Condo,Purchase,2025-10-11 11:04:14,3,1,False,1764,18.0,158,148
APR-000458,Ocean Appraisal,Multi-Family,Purchase,2025-10-02 11:04:14,1,0,False,21,13.0,8,112
APR-000459,Ocean Appraisal,Townhouse,Purchase,2025-08-16 11:04:14,2,1,False,1194,22.0,6,136
APR-000460,River Appraisal,Single Family,Purchase,2025-09-27 11:04:14,3,1,False,1614,18.0,5,154
APR-000461,Delta Appraisal,Townhouse,Purchase,2025-09-12 11:04:14,1,1,False,48,39.0,9,156
APR-000462,River Appraisal,Manufactured,Purchase,2025-07-26 11:04:14,1,1,False,33,26.0,7,146
APR-000463,Forest Appraisal,Townhouse,Purchase,2025-09-05 11:04:14,2,1,False,774,22.0,192,115
APR-000464,River Appraisal,Single Family,Purchase,2025-07-31 11:04:14,1,1,False,26,21.0,5,118
APR-000465,Forest Appraisal,Manufactured,Purchase,2025-09-04 11:04:14,3,1,False,366,26.0,153,151
APR-000466,Ocean Appraisal,Multi-Family,Purchase,2025-08-19 11:04:14,5,1,False,420,28.0,7,144
APR-000467,Forest Appraisal,Multi-Family,HELOC,2025-08-22 11:04:14,1,1,False,182,32.0,150,103
APR-000468,Forest Appraisal,Multi-Family,Purchase,2025-07-26 11:04:14,1,1,True,271,34.0,237,135
APR-000469,Forest Appraisal,Single Family,Refinance,2025-09-11 11:04:14,1,0,True,155,15.0,140,69
APR-000470,River Appraisal,Manufactured,Purchase,2025-07-25 11:04:14,1,1,False,34,27.0,7,125
APR-000471,Delta Appraisal,Condo,Purchase,2025-08-24 11:04:14,1,1,False,50,36.0,14,137
APR-000472,Forest Appraisal,Condo,Refinance,2025-09-20 11:04:14,1,0,False,148,17.0,131,74
APR-000473,Ocean Appraisal,Condo,HELOC,2025-08-03 11:04:14,2,1,True,876,8.0,11,77
APR-000474,Horizon Appraisal,Manufactured,Purchase,2025-09-25 11:04:14,1,1,False,160,15.0,145,123
APR-000475,River Appraisal,Condo,Purchase,2025-09-25 11:04:14,3,1,False,1013,16.0,4,126
APR-000476,Delta Appraisal,Townhouse,Refinance,2025-07-25 11:04:14,2,1,False,678,8.0,15,70
APR-000477,Horizon Appraisal,Manufactured,HELOC,2025-09-16 11:04:14,1,0,False,162,7.0,155,92
APR-000478,Horizon Appraisals,Single Family,Refinance,2025-09-28 11:04:14,2,1,True,600,6.0,117,0
APR-000479,Forest Appraisal,Single Family,HELOC,2025-10-07 11:04:14,2,1,False,318,17.0,203,105
APR-000480,Horizon Appraisal,Townhouse,Refinance,2025-09-21 11:04:14,1,0,True,192,10.0,182,57
APR-000481,Forest Appraisal,Manufactured,Refinance,2025-09-25 11:04:14,1,1,False,211,23.0,188,77
APR-000482,Forest Appraisal,Multi-Family,Refinance,2025-08-02 11:04:14,1,0,False,152,11.0,141,71
APR-000483,Delta Appraisal,Single Family,HELOC,2025-07-24 11:04:14,1,0,True,31,17.0,14,91
